site_id,trap_number,calendar_week,hatched_eggs,embryonating_eggs,total_eggs,albopictus_female,albopictus_male,triseriatus_female,triseriatus_male,japonicus_female,japonicus_male,total_albo,total_tris,total_jap,rainfall_station,percent_forest_250m,percent_open_250m,percent_built_250m,percent_water_250m,percent_crop_250m,percent_forest_1000m,percent_open_1000m,percent_built_1000m,percent_water_1000m,percent_crop_1000m,mean_avg_temp,lagged_avgtemp_1week,lagged_avgtemp_2week,lagged_avgtemp_3week,total_rainfall,lagged_rainfall_1week,lagged_rainfall_2week,lagged_rainfall_3week,calendar_month,domland_250m,domland_1000m,percent_hatch,total_aedes,common_name,
SQ,1,33,1,91,92,29,27,5,5,0,0,56,10,0,walden_drive,0,38.67924528,13.20754717,48.11320755,0,23.43447385,21.23950936,13.16978696,42.09167205,0,24.04761905,25.47619048,25.63492063,27.14285714,10.16,29.21,67.818,134.366,August,open,forest,71.73913043,66,Seqoyah Park, 1498705.9364409)
ST,1,33,45,512,557,95,50,30,30,0,0,145,60,0,tyson_park,18.18181818,23.63636364,10.90909091,47.27272727,0,58.18298969,2.384020619,20.36082474,18.94329897,0.128865979,24.04761905,25.47619048,25.63492063,27.14285714,3.556,6.35,38.354,117.348,August,open,forest,36.8043088,205,Scottish River Pike Park, 1501030.66549389)
TM,1,33,195,471,666,38,18,45,39,0,0,56,84,0,walden_drive,2.040816327,14.28571429,83.67346939,0,0,1.399825022,15.04811899,80.75240595,0,0,24.04761905,25.47619048,25.63492063,27.14285714,10.16,29.21,67.818,134.366,August,built,built,21.02102102,140,Ten Mile Creek, 1496553.32936766)
TY,1,33,150,87,237,44,28,0,0,0,0,72,0,0,tyson_park,0,0,100,0,0,0.23364486,2.258566978,86.13707165,11.29283489,0.07788162,24.04761905,25.47619048,25.63492063,27.14285714,3.556,6.35,38.354,117.348,August,built,built,30.37974684,72,Tyson Park, 1501853.48003629)
UT,1,33,13,286,299,50,49,0,0,0,0,99,0,0,tyson_park,0,3.571428571,96.42857143,0,0,21.40077821,1.167315175,52.76264591,22.10116732,2.568093385,24.04761905,25.47619048,25.63492063,27.14285714,3.556,6.35,38.354,117.348,August,built,built,33.11036789,99,University of Tennessee Gardens, 1500888.65993141)
WC,1,33,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,williams_creek,0,93.65079365,3.174603175,0,3.174603175,42.04946996,30.91872792,24.64664311,0,2.385159011,24.04761905,25.47619048,25.63492063,27.14285714,4.572,19.304,59.436,172.72,August,open,forest,NA,NA,Woodlawn Cemetery, 1500240.31061063)
WT,1,33,8,125,133,13,3,34,29,0,0,16,63,0,williams_creek,98.1981982,0.900900901,0.900900901,0,0,88.59872611,6.878980892,3.439490446,0,1.082802548,24.04761905,25.47619048,25.63492063,27.14285714,4.572,19.304,59.436,172.72,August,forest,forest,59.39849624,79,Williams Hastie Natural Area, 1500497.83772631)
WW,1,33,65,165,230,10,8,0,0,0,0,18,0,0,walden_drive,0,85.71428571,14.28571429,0,0,5.009451796,38.94139887,56.04914934,0,0,24.04761905,25.47619048,25.63492063,27.14285714,10.16,29.21,67.818,134.366,August,open,built,7.826086957,18,Westwood Park, 1499426.48965484)
AB,1,34,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,walden_drive,2.325581395,20.93023256,76.74418605,0,0,24.11764706,38.33333333,37.25490196,0,0.294117647,24.12698413,24.04761905,25.47619048,25.63492063,2.794,10.16,39.37,77.978,August,built,open,NA,NA,Ancient Burial Site (Rocky Hill Cemetery), 1495624.68655496)
BC,1,34,2,182,184,63,63,0,0,0,0,126,0,0,walden_drive,0,59,41,0,0,0.087642419,15.24978089,84.04907975,0,0.613496933,24.12698413,24.04761905,25.47619048,25.63492063,2.794,10.16,39.37,77.978,August,open,built,68.47826087,126,Bearden Cemetery, 1496741.90364521)
CC,1,34,65,190,255,83,75,0,0,0,0,158,0,0,williams_creek,21.95121951,19.51219512,58.53658537,0,0,1.10701107,18.72693727,80.16605166,0,0,24.12698413,24.04761905,25.47619048,25.63492063,14.732,4.572,23.876,64.008,August,built,built,61.96078431,158,Calvary Catholic Cemetery, 1504616.15010412)
CP,1,34,0,391,391,1,0,110,120,0,0,1,230,0,tyson_park,81.48148148,0,0,0,18.51851852,80.91603053,10.43256997,4.834605598,0,3.816793893,24.12698413,24.04761905,25.47619048,25.63492063,18.542,3.556,9.906,41.91,August,forest,forest,59.07928389,231,Charter E. Doyle Park, 1498602.50493119)
DH,1,34,28,256,284,58,60,7,15,0,0,118,22,0,walden_drive,0,8.695652174,89.13043478,0,0,1.608806097,17.95088908,80.35563082,0,0,24.12698413,24.04761905,25.47619048,25.63492063,2.794,10.16,39.37,77.978,August,built,built,49.29577465,140,Deane Hill Recreation Center, 1496935.67964537)
FR,1,34,5,93,98,7,13,26,19,0,0,20,45,0,williams_creek,82,0,0,16,2,64.6093237,3.939592909,11.09652003,12.60669731,7.747866054,24.12698413,24.04761905,25.47619048,25.63492063,14.732,4.572,23.876,64.008,August,forest,forest,66.32653061,65,Forks of the River Wildlife Management Area Parking, 1501315.62068991)
HG,1,34,8,282,290,41,37,39,39,0,0,78,78,0,tyson_park,97.34513274,1.769911504,0.884955752,0,0,58.22064057,10.88967972,17.15302491,13.52313167,0.213523132,24.12698413,24.04761905,25.47619048,25.63492063,18.542,3.556,9.906,41.91,August,forest,forest,53.79310345,156,High Grounds Park, 1500264.33133114)
HM,1,34,4,95,99,35,28,2,3,0,0,63,5,0,walden_drive,0,48.4375,51.5625,0,0,3.344768439,45.36878216,51.2864494,0,0,24.12698413,24.04761905,25.47619048,25.63492063,2.794,10.16,39.37,77.978,August,built,built,68.68686869,68,Highland Memorial Cemetery, 1499937.08609212)
IC,1,34,0,268,268,4,0,54,62,2,32,4,116,34,williams_creek,63.91752577,30.92783505,5.154639175,0,0,66.88500728,20.45123726,10.69868996,0.58224163,1.382823872,24.12698413,24.04761905,25.47619048,25.63492063,14.732,4.572,23.876,64.008,August,forest,forest,57.46268657,154,Ijams Crag Parking, 1502118.94569032)
LP,1,34,3,62,65,14,12,0,0,0,0,26,0,0,walden_drive,5.769230769,55.76923077,38.46153846,0,0,2.857142857,28.33976834,19.07335907,48.33976834,1.38996139,24.12698413,24.04761905,25.47619048,25.63492063,2.794,10.16,39.37,77.978,August,open,open,40,26,Lakeshore Park, 1498024.08277578)
MC,1,34,21,639,660,20,30,102,137,0,3,50,239,3,williams_creek,94.33962264,0.943396226,0.943396226,0,3.773584906,93.22709163,1.394422311,3.718459495,0,1.66002656,24.12698413,24.04761905,25.47619048,25.63492063,14.732,4.572,23.876,64.008,August,forest,forest,44.24242424,292,Meridian Cemetery, 1499678.40898073)
MV,1,34,4,716,720,52,47,45,84,0,0,99,129,0,tyson_park,56.81818182,6.818181818,36.36363636,0,0,50,21.4524207,25.04173623,3.338898164,0.166944908,24.12698413,24.04761905,25.47619048,25.63492063,18.542,3.556,9.906,41.91,August,forest,forest,31.66666667,228,Mary Vestal Park, 1500295.65327177)
SP,1,34,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,love_creek,0,71.42857143,28.57142857,0,0,32.84734134,18.69639794,38.07890223,0,10.37735849,24.12698413,24.04761905,25.47619048,25.63492063,4.572,2.54,41.91,108.966,August,open,built,100,NA,Spring Place Park, 1510216.251542)
SQ,1,34,0,109,109,35,33,0,0,0,0,68,0,0,walden_drive,0,38.67924528,13.20754717,48.11320755,0,23.43447385,21.23950936,13.16978696,42.09167205,0,24.12698413,24.04761905,25.47619048,25.63492063,2.794,10.16,39.37,77.978,August,open,forest,62.3853211,68,Seqoyah Park, 1498705.9364409)
ST,1,34,22,195,217,57,45,7,20,0,0,102,27,0,tyson_park,18.18181818,23.63636364,10.90909091,47.27272727,0,58.18298969,2.384020619,20.36082474,18.94329897,0.128865979,24.12698413,24.04761905,25.47619048,25.63492063,18.542,3.556,9.906,41.91,August,open,forest,59.44700461,129,Scottish River Pike Park, 1501030.66549389)
TM,1,34,54,254,308,47,47,35,33,0,0,94,68,0,walden_drive,2.040816327,14.28571429,83.67346939,0,0,1.399825022,15.04811899,80.75240595,0,0,24.12698413,24.04761905,25.47619048,25.63492063,2.794,10.16,39.37,77.978,August,built,built,52.5974026,162,Ten Mile Creek, 1496553.32936766)
TY,1,34,140,318,458,136,0,0,0,0,0,136,0,0,tyson_park,0,0,100,0,0,0.23364486,2.258566978,86.13707165,11.29283489,0.07788162,24.12698413,24.04761905,25.47619048,25.63492063,18.542,3.556,9.906,41.91,August,built,built,29.69432314,136,Tyson Park, 1501853.48003629)
UT,1,34,24,273,297,70,64,0,0,0,0,134,0,0,tyson_park,0,3.571428571,96.42857143,0,0,21.40077821,1.167315175,52.76264591,22.10116732,2.568093385,24.12698413,24.04761905,25.47619048,25.63492063,18.542,3.556,9.906,41.91,August,built,built,45.11784512,134,University of Tennessee Gardens, 1500888.65993141)
WC,1,34,56,7,63,1,2,0,0,0,0,3,0,0,williams_creek,0,93.65079365,3.174603175,0,3.174603175,42.04946996,30.91872792,24.64664311,0,2.385159011,24.12698413,24.04761905,25.47619048,25.63492063,14.732,4.572,23.876,64.008,August,open,forest,4.761904762,3,Woodlawn Cemetery, 1500240.31061063)
WT,1,34,13,136,149,11,9,46,33,0,0,20,79,0,williams_creek,98.1981982,0.900900901,0.900900901,0,0,88.59872611,6.878980892,3.439490446,0,1.082802548,24.12698413,24.04761905,25.47619048,25.63492063,14.732,4.572,23.876,64.008,August,forest,forest,66.44295302,99,Williams Hastie Natural Area, 1500497.83772631)
WW,1,34,0,54,54,28,28,0,0,0,0,56,0,0,walden_drive,0,85.71428571,14.28571429,0,0,5.009451796,38.94139887,56.04914934,0,0,24.12698413,24.04761905,25.47619048,25.63492063,2.794,10.16,39.37,77.978,August,open,built,103.7037037,56,Westwood Park, 1499426.48965484)
AB,1,35,34,315,349,35,43,25,20,0,0,78,45,0,walden_drive,2.325581395,20.93023256,76.74418605,0,0,24.11764706,38.33333333,37.25490196,0,0.294117647,25.79365079,24.12698413,24.04761905,25.47619048,6.858,2.794,12.954,42.164,September,built,open,35.24355301,123,Ancient Burial Site (Rocky Hill Cemetery), 1495624.68655496)
BC,1,35,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,walden_drive,0,59,41,0,0,0.087642419,15.24978089,84.04907975,0,0.613496933,25.79365079,24.12698413,24.04761905,25.47619048,6.858,2.794,12.954,42.164,September,open,built,NA,NA,Bearden Cemetery, 1496741.90364521)
CC,1,35,128,,128,32,28,34,29,0,0,60,63,0,williams_creek,21.95121951,19.51219512,58.53658537,0,0,1.10701107,18.72693727,80.16605166,0,0,25.79365079,24.12698413,24.04761905,25.47619048,4.318,14.732,19.304,38.608,September,built,built,96.09375,123,Calvary Catholic Cemetery, 1504616.15010412)
CP,1,35,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,tyson_park,81.48148148,0,0,0,18.51851852,80.91603053,10.43256997,4.834605598,0,3.816793893,25.79365079,24.12698413,24.04761905,25.47619048,17.018,18.542,22.098,28.448,September,forest,forest,NA,NA,Charter E. Doyle Park, 1498602.50493119)
DH,1,35,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,walden_drive,0,8.695652174,89.13043478,0,0,1.608806097,17.95088908,80.35563082,0,0,25.79365079,24.12698413,24.04761905,25.47619048,6.858,2.794,12.954,42.164,September,built,built,NA,NA,Deane Hill Recreation Center, 1496935.67964537)
FR,1,35,0,50,50,19,4,13,15,0,0,23,28,0,williams_creek,82,0,0,16,2,64.6093237,3.939592909,11.09652003,12.60669731,7.747866054,25.79365079,24.12698413,24.04761905,25.47619048,4.318,14.732,19.304,38.608,September,forest,forest,102,51,Forks of the River Wildlife Management Area Parking, 1501315.62068991)
HG,1,35,41,495,536,39,33,54,57,0,0,72,111,0,tyson_park,97.34513274,1.769911504,0.884955752,0,0,58.22064057,10.88967972,17.15302491,13.52313167,0.213523132,25.79365079,24.12698413,24.04761905,25.47619048,17.018,18.542,22.098,28.448,September,forest,forest,34.14179104,183,High Grounds Park, 1500264.33133114)
HM,1,35,2,290,292,135,40,0,0,0,0,175,0,0,walden_drive,0,48.4375,51.5625,0,0,3.344768439,45.36878216,51.2864494,0,0,25.79365079,24.12698413,24.04761905,25.47619048,6.858,2.794,12.954,42.164,September,built,built,59.93150685,175,Highland Memorial Cemetery, 1499937.08609212)
IC,1,35,8,76,84,5,8,0,0,0,0,13,0,0,williams_creek,63.91752577,30.92783505,5.154639175,0,0,66.88500728,20.45123726,10.69868996,0.58224163,1.382823872,25.79365079,24.12698413,24.04761905,25.47619048,4.318,14.732,19.304,38.608,September,forest,forest,15.47619048,13,Ijams Crag Parking, 1502118.94569032)
LP,1,35,NA,NA,NA,4,0,0,0,0,0,NA,NA,NA,walden_drive,5.769230769,55.76923077,38.46153846,0,0,2.857142857,28.33976834,19.07335907,48.33976834,1.38996139,25.79365079,24.12698413,24.04761905,25.47619048,6.858,2.794,12.954,42.164,September,open,open,NA,NA,Lakeshore Park, 1498024.08277578)
MC,1,35,63,277,340,63,44,43,44,0,0,107,87,0,williams_creek,94.33962264,0.943396226,0.943396226,0,3.773584906,93.22709163,1.394422311,3.718459495,0,1.66002656,25.79365079,24.12698413,24.04761905,25.47619048,4.318,14.732,19.304,38.608,September,forest,forest,57.05882353,194,Meridian Cemetery, 1499678.40898073)
MV,1,35,1,536,537,37,25,141,136,0,2,62,277,2,tyson_park,56.81818182,6.818181818,36.36363636,0,0,50,21.4524207,25.04173623,3.338898164,0.166944908,25.79365079,24.12698413,24.04761905,25.47619048,17.018,18.542,22.098,28.448,September,forest,forest,63.5009311,341,Mary Vestal Park, 1500295.65327177)
SP,1,35,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,love_creek,0,71.42857143,28.57142857,0,0,32.84734134,18.69639794,38.07890223,0,10.37735849,25.79365079,24.12698413,24.04761905,25.47619048,1.27,4.572,7.112,46.482,September,open,built,NA,NA,Spring Place Park, 1510216.251542)
SQ,1,35,0,151,151,62,41,0,0,0,0,103,0,0,walden_drive,0,38.67924528,13.20754717,48.11320755,0,23.43447385,21.23950936,13.16978696,42.09167205,0,25.79365079,24.12698413,24.04761905,25.47619048,6.858,2.794,12.954,42.164,September,open,forest,68.21192053,103,Seqoyah Park, 1498705.9364409)
ST,1,35,12,288,300,58,29,41,36,0,0,87,77,0,tyson_park,18.18181818,23.63636364,10.90909091,47.27272727,0,58.18298969,2.384020619,20.36082474,18.94329897,0.128865979,25.79365079,24.12698413,24.04761905,25.47619048,17.018,18.542,22.098,28.448,September,open,forest,54.66666667,164,Scottish River Pike Park, 1501030.66549389)
TM,1,35,35,129,164,41,47,2,0,0,0,88,2,0,walden_drive,2.040816327,14.28571429,83.67346939,0,0,1.399825022,15.04811899,80.75240595,0,0,25.79365079,24.12698413,24.04761905,25.47619048,6.858,2.794,12.954,42.164,September,built,built,54.87804878,90,Ten Mile Creek, 1496553.32936766)
TY,1,35,8,100,108,39,15,1,0,0,0,54,1,0,tyson_park,0,0,100,0,0,0.23364486,2.258566978,86.13707165,11.29283489,0.07788162,25.79365079,24.12698413,24.04761905,25.47619048,17.018,18.542,22.098,28.448,September,built,built,50.92592593,55,Tyson Park, 1501853.48003629)
UT,1,35,NA,NA,NA,3,2,0,0,0,0,NA,NA,NA,tyson_park,0,3.571428571,96.42857143,0,0,21.40077821,1.167315175,52.76264591,22.10116732,2.568093385,25.79365079,24.12698413,24.04761905,25.47619048,17.018,18.542,22.098,28.448,September,built,built,NA,NA,University of Tennessee Gardens, 1500888.65993141)
WC,1,35,1,973,974,32,0,214,299,0,0,32,513,0,williams_creek,0,93.65079365,3.174603175,0,3.174603175,42.04946996,30.91872792,24.64664311,0,2.385159011,25.79365079,24.12698413,24.04761905,25.47619048,4.318,14.732,19.304,38.608,September,open,forest,55.95482546,545,Woodlawn Cemetery, 1500240.31061063)
WT,1,35,0,10,10,2,0,5,9,0,0,2,14,0,williams_creek,98.1981982,0.900900901,0.900900901,0,0,88.59872611,6.878980892,3.439490446,0,1.082802548,25.79365079,24.12698413,24.04761905,25.47619048,4.318,14.732,19.304,38.608,September,forest,forest,160,16,Williams Hastie Natural Area, 1500497.83772631)
WW,1,35,2,90,92,39,32,0,0,0,0,71,0,0,walden_drive,0,85.71428571,14.28571429,0,0,5.009451796,38.94139887,56.04914934,0,0,25.79365079,24.12698413,24.04761905,25.47619048,6.858,2.794,12.954,42.164,September,open,built,77.17391304,71,Westwood Park, 1499426.48965484)
AB,1,36,9,211,220,72,45,0,0,0,0,117,0,0,walden_drive,2.325581395,20.93023256,76.74418605,0,0,24.11764706,38.33333333,37.25490196,0,0.294117647,24.44444444,25.79365079,24.12698413,24.04761905,26.67,6.858,9.652,19.812,September,built,open,53.18181818,117,Ancient Burial Site (Rocky Hill Cemetery), 1495624.68655496)
BC,1,36,0,26,26,20,11,0,0,0,0,31,0,0,walden_drive,0,59,41,0,0,0.087642419,15.24978089,84.04907975,0,0.613496933,24.44444444,25.79365079,24.12698413,24.04761905,26.67,6.858,9.652,19.812,September,open,built,119.2307692,31,Bearden Cemetery, 1496741.90364521)
CC,1,36,2,136,138,65,41,0,0,0,0,106,0,0,williams_creek,21.95121951,19.51219512,58.53658537,0,0,1.10701107,18.72693727,80.16605166,0,0,24.44444444,25.79365079,24.12698413,24.04761905,33.782,4.318,19.05,23.622,September,built,built,76.8115942,106,Calvary Catholic Cemetery, 1504616.15010412)
CP,1,36,0,130,130,5,48,60,79,0,0,53,139,0,tyson_park,81.48148148,0,0,0,18.51851852,80.91603053,10.43256997,4.834605598,0,3.816793893,24.44444444,25.79365079,24.12698413,24.04761905,27.686,17.018,35.56,39.116,September,forest,forest,147.6923077,192,Charter E. Doyle Park, 1498602.50493119)
DH,1,36,0,54,54,22,18,0,0,0,0,40,0,0,walden_drive,0,8.695652174,89.13043478,0,0,1.608806097,17.95088908,80.35563082,0,0,24.44444444,25.79365079,24.12698413,24.04761905,26.67,6.858,9.652,19.812,September,built,built,74.07407407,40,Deane Hill Recreation Center, 1496935.67964537)
FR,1,36,0,69,69,2,11,0,0,1,4,13,0,5,williams_creek,82,0,0,16,2,64.6093237,3.939592909,11.09652003,12.60669731,7.747866054,24.44444444,25.79365079,24.12698413,24.04761905,33.782,4.318,19.05,23.622,September,forest,forest,26.08695652,18,Forks of the River Wildlife Management Area Parking, 1501315.62068991)
HG,1,36,3,313,316,78,59,26,28,0,0,137,54,0,tyson_park,97.34513274,1.769911504,0.884955752,0,0,58.22064057,10.88967972,17.15302491,13.52313167,0.213523132,24.44444444,25.79365079,24.12698413,24.04761905,27.686,17.018,35.56,39.116,September,forest,forest,60.44303797,191,High Grounds Park, 1500264.33133114)
HM,1,36,25,520,545,30,24,0,0,0,0,54,0,0,walden_drive,0,48.4375,51.5625,0,0,3.344768439,45.36878216,51.2864494,0,0,24.44444444,25.79365079,24.12698413,24.04761905,26.67,6.858,9.652,19.812,September,built,built,9.908256881,54,Highland Memorial Cemetery, 1499937.08609212)
IC,1,36,0,180,180,11,11,3,3,0,0,22,6,0,williams_creek,63.91752577,30.92783505,5.154639175,0,0,66.88500728,20.45123726,10.69868996,0.58224163,1.382823872,24.44444444,25.79365079,24.12698413,24.04761905,33.782,4.318,19.05,23.622,September,forest,forest,15.55555556,28,Ijams Crag Parking, 1502118.94569032)
LP,1,36,2,162,164,82,71,0,0,0,0,153,0,0,walden_drive,5.769230769,55.76923077,38.46153846,0,0,2.857142857,28.33976834,19.07335907,48.33976834,1.38996139,24.44444444,25.79365079,24.12698413,24.04761905,26.67,6.858,9.652,19.812,September,open,open,93.29268293,153,Lakeshore Park, 1498024.08277578)
MC,1,36,0,223,223,32,28,62,67,1,2,60,129,3,williams_creek,94.33962264,0.943396226,0.943396226,0,3.773584906,93.22709163,1.394422311,3.718459495,0,1.66002656,24.44444444,25.79365079,24.12698413,24.04761905,33.782,4.318,19.05,23.622,September,forest,forest,86.09865471,192,Meridian Cemetery, 1499678.40898073)
MV,1,36,0,324,324,1,3,91,108,0,0,4,199,0,tyson_park,56.81818182,6.818181818,36.36363636,0,0,50,21.4524207,25.04173623,3.338898164,0.166944908,24.44444444,25.79365079,24.12698413,24.04761905,27.686,17.018,35.56,39.116,September,forest,forest,62.65432099,203,Mary Vestal Park, 1500295.65327177)
SP,1,36,2,177,179,27,21,11,10,0,0,48,21,0,love_creek,0,71.42857143,28.57142857,0,0,32.84734134,18.69639794,38.07890223,0,10.37735849,24.44444444,25.79365079,24.12698413,24.04761905,24.13,1.27,5.842,8.382,September,open,built,38.54748603,69,Spring Place Park, 1510216.251542)
SQ,1,36,0,31,31,31,15,0,0,0,0,46,0,0,walden_drive,0,38.67924528,13.20754717,48.11320755,0,23.43447385,21.23950936,13.16978696,42.09167205,0,24.44444444,25.79365079,24.12698413,24.04761905,26.67,6.858,9.652,19.812,September,open,forest,148.3870968,46,Seqoyah Park, 1498705.9364409)
ST,1,36,5,349,354,72,54,29,17,0,0,126,46,0,tyson_park,18.18181818,23.63636364,10.90909091,47.27272727,0,58.18298969,2.384020619,20.36082474,18.94329897,0.128865979,24.44444444,25.79365079,24.12698413,24.04761905,27.686,17.018,35.56,39.116,September,open,forest,48.58757062,172,Scottish River Pike Park, 1501030.66549389)
TY,1,36,4,212,216,117,68,23,21,0,0,185,44,0,tyson_park,0,0,100,0,0,0.23364486,2.258566978,86.13707165,11.29283489,0.07788162,24.44444444,25.79365079,24.12698413,24.04761905,27.686,17.018,35.56,39.116,September,built,built,106.0185185,229,Tyson Park, 1501853.48003629)
UT,1,36,14,150,164,35,43,18,23,0,0,78,41,0,tyson_park,0,3.571428571,96.42857143,0,0,21.40077821,1.167315175,52.76264591,22.10116732,2.568093385,24.44444444,25.79365079,24.12698413,24.04761905,27.686,17.018,35.56,39.116,September,built,built,72.56097561,119,University of Tennessee Gardens, 1500888.65993141)
WC,1,36,20,861,881,47,38,270,120,0,0,85,390,0,williams_creek,0,93.65079365,3.174603175,0,3.174603175,42.04946996,30.91872792,24.64664311,0,2.385159011,24.44444444,25.79365079,24.12698413,24.04761905,33.782,4.318,19.05,23.622,September,open,forest,53.91600454,475,Woodlawn Cemetery, 1500240.31061063)
WT,1,36,0,275,275,0,0,86,101,0,0,0,187,0,williams_creek,98.1981982,0.900900901,0.900900901,0,0,88.59872611,6.878980892,3.439490446,0,1.082802548,24.44444444,25.79365079,24.12698413,24.04761905,33.782,4.318,19.05,23.622,September,forest,forest,68,187,Williams Hastie Natural Area, 1500497.83772631)
WW,1,36,0,32,32,4,5,0,0,0,0,9,0,0,walden_drive,0,85.71428571,14.28571429,0,0,5.009451796,38.94139887,56.04914934,0,0,24.44444444,25.79365079,24.12698413,24.04761905,26.67,6.858,9.652,19.812,September,open,built,28.125,9,Westwood Park, 1499426.48965484)
AB,1,37,0,218,218,58,35,0,0,0,0,93,0,0,walden_drive,2.325581395,20.93023256,76.74418605,0,0,24.11764706,38.33333333,37.25490196,0,0.294117647,22.06349206,24.44444444,25.79365079,24.12698413,16.256,26.67,33.528,36.322,September,built,open,42.66055046,93,Ancient Burial Site (Rocky Hill Cemetery), 1495624.68655496)
BC,1,37,22,77,99,12,30,5,2,0,0,42,7,0,walden_drive,0,59,41,0,0,0.087642419,15.24978089,84.04907975,0,0.613496933,22.06349206,24.44444444,25.79365079,24.12698413,16.256,26.67,33.528,36.322,September,open,built,49.49494949,49,Bearden Cemetery, 1496741.90364521)
CC,1,37,0,122,122,49,45,0,0,0,0,94,0,0,williams_creek,21.95121951,19.51219512,58.53658537,0,0,1.10701107,18.72693727,80.16605166,0,0,22.06349206,24.44444444,25.79365079,24.12698413,14.478,33.782,38.1,52.832,September,built,built,77.04918033,94,Calvary Catholic Cemetery, 1504616.15010412)
CP,1,37,0,213,213,47,60,35,29,0,0,107,64,0,tyson_park,81.48148148,0,0,0,18.51851852,80.91603053,10.43256997,4.834605598,0,3.816793893,22.06349206,24.44444444,25.79365079,24.12698413,11.684,27.686,44.704,63.246,September,forest,forest,80.28169014,171,Charter E. Doyle Park, 1498602.50493119)
DH,1,37,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,walden_drive,0,8.695652174,89.13043478,0,0,1.608806097,17.95088908,80.35563082,0,0,22.06349206,24.44444444,25.79365079,24.12698413,16.256,26.67,33.528,36.322,September,built,built,100,NA,Deane Hill Recreation Center, 1496935.67964537)
FR,1,37,0,571,571,12,8,24,19,0,0,20,43,0,williams_creek,82,0,0,16,2,64.6093237,3.939592909,11.09652003,12.60669731,7.747866054,22.06349206,24.44444444,25.79365079,24.12698413,14.478,33.782,38.1,52.832,September,forest,forest,11.03327496,63,Forks of the River Wildlife Management Area Parking, 1501315.62068991)
HG,1,37,0,338,338,65,62,54,50,0,0,127,104,0,tyson_park,97.34513274,1.769911504,0.884955752,0,0,58.22064057,10.88967972,17.15302491,13.52313167,0.213523132,22.06349206,24.44444444,25.79365079,24.12698413,11.684,27.686,44.704,63.246,September,forest,forest,68.34319527,231,High Grounds Park, 1500264.33133114)
HM,1,37,1,980,981,140,169,0,0,0,0,309,0,0,walden_drive,0,48.4375,51.5625,0,0,3.344768439,45.36878216,51.2864494,0,0,22.06349206,24.44444444,25.79365079,24.12698413,16.256,26.67,33.528,36.322,September,built,built,31.49847095,309,Highland Memorial Cemetery, 1499937.08609212)
IC,1,37,0,152,152,0,0,5,0,19,14,0,5,33,williams_creek,63.91752577,30.92783505,5.154639175,0,0,66.88500728,20.45123726,10.69868996,0.58224163,1.382823872,22.06349206,24.44444444,25.79365079,24.12698413,14.478,33.782,38.1,52.832,September,forest,forest,25,38,Ijams Crag Parking, 1502118.94569032)
LP,1,37,0,213,213,0,0,0,0,0,0,0,0,0,walden_drive,5.769230769,55.76923077,38.46153846,0,0,2.857142857,28.33976834,19.07335907,48.33976834,1.38996139,22.06349206,24.44444444,25.79365079,24.12698413,16.256,26.67,33.528,36.322,September,open,open,0,0,Lakeshore Park, 1498024.08277578)
MC,1,37,0,369,369,24,29,63,86,0,2,53,149,2,williams_creek,94.33962264,0.943396226,0.943396226,0,3.773584906,93.22709163,1.394422311,3.718459495,0,1.66002656,22.06349206,24.44444444,25.79365079,24.12698413,14.478,33.782,38.1,52.832,September,forest,forest,55.28455285,204,Meridian Cemetery, 1499678.40898073)
MV,1,37,0,351,351,29,28,61,94,0,0,57,155,0,tyson_park,56.81818182,6.818181818,36.36363636,0,0,50,21.4524207,25.04173623,3.338898164,0.166944908,22.06349206,24.44444444,25.79365079,24.12698413,11.684,27.686,44.704,63.246,September,forest,forest,60.3988604,212,Mary Vestal Park, 1500295.65327177)
SP,1,37,0,88,88,27,10,5,6,0,0,37,11,0,love_creek,0,71.42857143,28.57142857,0,0,32.84734134,18.69639794,38.07890223,0,10.37735849,22.06349206,24.44444444,25.79365079,24.12698413,15.24,24.13,25.4,29.972,September,open,built,54.54545455,48,Spring Place Park, 1510216.251542)
SQ,1,37,0,292,292,100,102,0,0,0,0,202,0,0,walden_drive,0,38.67924528,13.20754717,48.11320755,0,23.43447385,21.23950936,13.16978696,42.09167205,0,22.06349206,24.44444444,25.79365079,24.12698413,16.256,26.67,33.528,36.322,September,open,forest,69.17808219,202,Seqoyah Park, 1498705.9364409)
ST,1,37,0,251,251,94,76,39,29,0,0,170,68,0,tyson_park,18.18181818,23.63636364,10.90909091,47.27272727,0,58.18298969,2.384020619,20.36082474,18.94329897,0.128865979,22.06349206,24.44444444,25.79365079,24.12698413,11.684,27.686,44.704,63.246,September,open,forest,94.82071713,238,Scottish River Pike Park, 1501030.66549389)
